LineId,Time,Level,Content,EventId,EventTemplate
409,Sun Dec 04 06:53:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
410,Sun Dec 04 06:53:26 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
411,Sun Dec 04 06:53:38 2005,notice,jk2_init() Found child 32636 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
412,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32637 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
413,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32638 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
414,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32640 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
415,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32641 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
416,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32642 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
417,Sun Dec 04 06:54:35 2005,notice,jk2_init() Found child 32646 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
418,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32648 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
419,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32652 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
420,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32649 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
421,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32651 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
422,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32650 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
423,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
424,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
425,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
426,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
427,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
428,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
429,Sun Dec 04 06:55:55 2005,notice,jk2_init() Found child 32660 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
430,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32658 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
431,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32659 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
432,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32657 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
433,Sun Dec 04 06:56:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
434,Sun Dec 04 06:56:17 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
435,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32663 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
436,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32664 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
437,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32670 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
438,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32667 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
439,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32668 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
440,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32669 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
441,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32671 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
442,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
443,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
444,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
445,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
446,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
447,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
448,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
449,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
450,Sun Dec 04 06:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
451,Sun Dec 04 06:57:24 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
452,Sun Dec 04 06:58:12 2005,notice,jk2_init() Found child 32674 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
453,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32672 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
454,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32673 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
455,Sun Dec 04 06:58:27 2005,notice,jk2_init() Found child 32675 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
456,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
457,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
458,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
459,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
460,Sun Dec 04 06:58:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
461,Sun Dec 04 06:58:53 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
462,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32677 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
463,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32676 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
464,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32678 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
465,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32679 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
466,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32680 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
467,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32681 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
468,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32682 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
469,Sun Dec 04 06:59:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
470,Sun Dec 04 06:59:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
471,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
472,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
473,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
474,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
475,Sun Dec 04 06:59:59 2005,notice,jk2_init() Found child 32683 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
476,Sun Dec 04 07:00:06 2005,notice,jk2_init() Found child 32685 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
477,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32688 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
478,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32695 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
479,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32696 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
480,Sun Dec 04 07:01:25 2005,notice,jk2_init() Found child 32701 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
481,Sun Dec 04 07:01:26 2005,notice,jk2_init() Found child 32702 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
482,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32711 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
483,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32708 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
484,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32710 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
485,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32709 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
486,Sun Dec 04 07:01:57 2005,notice,jk2_init() Found child 32712 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
487,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
488,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
489,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
490,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
491,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
492,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
493,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
494,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
495,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
496,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
497,Sun Dec 04 07:02:52 2005,notice,jk2_init() Found child 32713 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
498,Sun Dec 04 07:03:23 2005,notice,jk2_init() Found child 32717 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
499,Sun Dec 04 07:03:48 2005,notice,jk2_init() Found child 32720 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
500,Sun Dec 04 07:04:27 2005,notice,jk2_init() Found child 32726 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
501,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32730 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
502,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32729 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
503,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32731 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
504,Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32739 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
505,Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32740 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
506,Sun Dec 04 07:06:11 2005,notice,jk2_init() Found child 32742 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
507,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32758 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
508,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32755 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
509,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32754 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
510,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
511,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
512,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
513,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
514,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>
515,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
516,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32761 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
517,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32762 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
518,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32763 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
519,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
520,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
521,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
522,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
523,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
524,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
525,Sun Dec 04 07:10:54 2005,notice,jk2_init() Found child 308 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
526,Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 310 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
527,Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 309 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
528,Sun Dec 04 07:11:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
529,Sun Dec 04 07:11:05 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
530,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
531,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
532,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
533,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
534,Sun Dec 04 07:11:49 2005,notice,jk2_init() Found child 311 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
535,Sun Dec 04 07:12:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
536,Sun Dec 04 07:12:08 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
537,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 312 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
538,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 313 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
539,Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
540,Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
541,Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
542,Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
543,Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 314 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
544,Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 315 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
545,Sun Dec 04 07:13:10 2005,notice,jk2_init() Found child 316 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
546,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
547,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
548,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
549,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
550,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
551,Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 319 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
552,Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 317 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
553,Sun Dec 04 07:14:08 2005,notice,jk2_init() Found child 318 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
554,Sun Dec 04 07:14:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
555,Sun Dec 04 07:14:29 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
556,Sun Dec 04 07:14:47 2005,notice,jk2_init() Found child 321 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
557,Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 324 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
558,Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 323 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
559,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 350 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
560,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 353 in scoreboard slot 12,E1,jk2_init() Found child <*> in scoreboard slot <*>
561,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 352 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
562,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 349 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
563,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 348 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
564,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 347 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
565,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 351 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
566,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
567,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
568,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
569,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
570,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
571,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
572,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
573,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
574,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
575,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
576,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
577,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
578,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
579,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
580,Sun Dec 04 07:45:45 2005,error,[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
581,Sun Dec 04 08:54:17 2005,error,[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
582,Sun Dec 04 09:35:12 2005,error,[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
583,Sun Dec 04 10:53:30 2005,error,[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
584,Sun Dec 04 11:11:07 2005,error,[client 24.147.151.74] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
585,Sun Dec 04 11:33:18 2005,error,[client 211.141.93.88] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
586,Sun Dec 04 11:42:43 2005,error,[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
587,Sun Dec 04 12:33:13 2005,error,[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
588,Sun Dec 04 13:32:32 2005,error,[client 65.68.235.27] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
589,Sun Dec 04 14:29:00 2005,error,[client 4.245.93.87] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
590,Sun Dec 04 15:18:36 2005,error,[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
591,Sun Dec 04 15:59:01 2005,error,[client 24.83.37.136] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
592,Sun Dec 04 16:24:03 2005,notice,jk2_init() Found child 1219 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
593,Sun Dec 04 16:24:05 2005,error,[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
594,Sun Dec 04 16:24:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
595,Sun Dec 04 16:24:06 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
596,Sun Dec 04 16:31:07 2005,notice,jk2_init() Found child 1248 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
597,Sun Dec 04 16:32:37 2005,notice,jk2_init() Found child 1253 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
598,Sun Dec 04 16:32:56 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
599,Sun Dec 04 16:32:56 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
600,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1254 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
601,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1256 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
602,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1255 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
603,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
604,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
605,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
606,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
607,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
608,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
609,Sun Dec 04 16:35:49 2005,notice,jk2_init() Found child 1262 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
